"","Date","The_Big_Bang_Theory_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","Liste_des_épisodes_de_The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_spider","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory_fr.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_es.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_spider","The_Big_Bang_Theory_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_spider"
"508",2016-11-18,"23448"," 1324","  481","13239"," 1585"," 2357","  138","  145","   12","18436"," 2529","   55","   15","  980"," 2846"," 1004"," 1264"," 9765","  911"," 2749"," 1460"," 3355","  725","   26"," 6504"," 1818","   13"
"509",2016-11-19,"18463"," 1389","  435"," 9336"," 1346"," 3020","  118","  149","   18","13087"," 2350","   19","   10"," 1561"," 2055","  935"," 1220"," 8708","  964"," 3336"," 2074"," 3367","  655","   12"," 5730"," 1666","   14"
"510",2016-11-20,"19519"," 1136","  445"," 9432"," 1370"," 2034","  102","  110","   19","12073"," 2341","   27","   32","  846"," 1940"," 1029"," 1371"," 9634","  936"," 3826"," 2410"," 2603","  606","    6"," 4759"," 1705","   20"
"511",2016-11-21,"18168"," 1095","  397","10000"," 1460"," 1999","  113","  171","   23","11915"," 2297","   20","   36","  869"," 4082"," 1876"," 1310"," 7812","  795"," 2820"," 1479"," 8214"," 2009","   10","13144"," 4182","   22"
"512",2016-11-22,"17306"," 1022","  340"," 9491"," 1521"," 1904","   93","  118","   19","11320"," 2378","   13","    5","  829"," 3639"," 1899"," 1177"," 7557","  818"," 2744"," 1544"," 3928"," 1261","    3"," 7950"," 3305","   35"
"513",2016-11-23,"19395"," 1146","  331","10032"," 1404"," 2037","  328","  108","   15","12520"," 2650","   14","   14","  851"," 3067"," 1410"," 1074"," 9053"," 1200"," 2309"," 1210"," 3789"," 1029","    6"," 7235"," 2554","    7"
"514",2016-11-24,"21479"," 1053","  354","10775"," 1670"," 1887","  150","  174","   60","15949"," 3367","   28","   15","  794"," 2915"," 1200"," 1246","10275"," 1633"," 2915"," 1645"," 3367","  887","    7"," 6579"," 2195","   51"
"515",2016-11-25,"27471"," 1205","  604","16046"," 1825"," 2067","  156","  143","   16","30103"," 3271","   16","    6","  823"," 2872"," 1285"," 1384","10983"," 1388"," 2661"," 1258"," 3618","  996","   11"," 6782"," 2388","   12"
"516",2016-11-26,"19938"," 1487","  571","11130"," 1543"," 3057","  103","  124","   28","20116"," 2625","   21","   15"," 1493"," 2206"," 1105"," 1249"," 8464"," 1043"," 3367"," 2083"," 3436","  847","   14"," 5958"," 2041","   10"
"517",2016-11-27,"21322"," 1325","  544","11055"," 1570"," 2383","  120","  116","   14","16827"," 2653","   54","    5"," 1014"," 1925"," 1056"," 1353"," 9854"," 1044"," 3356"," 1966"," 2438","  714","   13"," 4604"," 1859","   35"
"518",2016-11-28,"21222"," 1186","  390","12030"," 1455"," 2037","  142","  146","   20","16461"," 2436","   17","   12","  819"," 3649"," 1890"," 1410"," 8853","  922"," 2992"," 1560"," 6244"," 2318","   13","10462"," 4508","   11"
"519",2016-11-29,"21067"," 1212","  400","11630"," 1580"," 2098","  280","  131","   26","15445"," 2641","   28","   28","  842"," 3234"," 1411"," 1465"," 9071"," 1017"," 3048"," 1560"," 3564","  841","   22"," 7109"," 2341","    9"
"520",2016-11-30,"19800"," 1107","  416","11039"," 1440"," 1911","  137","  113","   13","14201"," 2372","   26","   84","  766"," 2696"," 1214"," 1251"," 8370","  869"," 2664"," 1388"," 2446","  606","    7"," 5378"," 1906","   15"
"521",2016-12-01,"21158"," 1037","  369","11865"," 1579"," 1878","  152","  118","   27","15970"," 2452","   15","   10","  809"," 2212","  828"," 1351"," 8874","  825"," 3295"," 1910"," 2424","  424","   29"," 4838"," 1313","   13"
"522",2016-12-02,"27470"," 1230","  569","15106"," 1736"," 2046","  167","  190","   17","24905"," 2840","   23","   13","  767"," 2136","  808"," 1242","11778"," 1032"," 2771"," 1504"," 2370","  435","   22"," 4734"," 1284","   10"
"523",2016-12-03,"21182"," 1495","  527","10498"," 1363"," 3127","  173","  107","   19","15366"," 2347","   12","   39"," 1551"," 1668","  753"," 1116","10182","  924"," 2990"," 1841"," 2576","  460","   12"," 4505"," 1266","   11"
"524",2016-12-04,"21425"," 1118","  490","10304"," 1425"," 2117","  122","  146","   20","14130"," 2435","   19","    7","  941"," 1840","  830"," 1604","10668","  961"," 5716"," 4055"," 2432","  571","   14"," 4520"," 1492","   14"
"525",2016-12-05,"19311"," 1192","  482","10383"," 1394"," 2086","  119","  167","   25","13540"," 2238","   13","    9","  864"," 2712"," 1024"," 1348"," 8572","  799"," 3153"," 1788"," 3824","  774","   54"," 6867"," 1900","   12"
"526",2016-12-06,"19761"," 1086","  385","10299"," 1449"," 1948","  137","  135","   14","13607"," 2436","   11","    7","  828"," 2414","  835"," 1488"," 9150","  933"," 4084"," 2568"," 2570","  530","   21"," 5196"," 1421","   15"
"527",2016-12-07,"20228"," 1172","  404","10605"," 1558"," 1952","  123","  104","   14","12984"," 2566","   15","    7","  753"," 2032","  702"," 1331"," 9281","  898"," 2758"," 1417"," 2125","  452","   17"," 4321"," 1206","   10"
"528",2016-12-08,"19863"," 1025","  363","10682"," 1619"," 1746","  196","   96","   17","14882"," 2569","   22","   18","  691"," 1861","  746"," 1397"," 8857","  863"," 4280"," 2827"," 2148","  408","   13"," 4199"," 1213","   16"
"529",2016-12-09,"25936"," 1061","  543","15967"," 2110"," 1852","  237","  134","   22","28014"," 3219","   12","   16","  760"," 2099","  810"," 1311"," 9600","  989"," 3055"," 1728"," 2390","  392","   11"," 4713"," 1256","   24"
"530",2016-12-10,"19645"," 1462","  583","10213"," 1457"," 3120","  128","  114","   64","17268"," 2458","   13","    9"," 1575"," 1581","  687"," 1091"," 9029","  912"," 3503"," 2374"," 2626","  521","   10"," 4453"," 1272","   12"
"531",2016-12-11,"18193"," 1207","  570"," 9583"," 1446"," 2090","   96","   96","   21","14642"," 2446","   14","    8","  843"," 1567","  861"," 1215"," 8275","  912"," 3703"," 2448"," 2401","  516","    7"," 4176"," 1441","   10"
"532",2016-12-12,"18966"," 1106","  479","10866"," 1541"," 2083","  161","  126","   17","14367"," 2523","   15","   10","  940"," 3006","  941"," 1215"," 7785","  903"," 2900"," 1661"," 4348","  626","   10"," 7753"," 1638","    9"
"533",2016-12-13,"17856"," 1102","  465"," 9969"," 1497"," 2004","  135","  109","   24","13869"," 2393","   38","   12","  866"," 2454","  831"," 1179"," 7595","  815"," 2953"," 1745"," 2680","  488","   12"," 5362"," 1378","   15"
"534",2016-12-14,"19180"," 1142","  397","10132"," 1437"," 2003","  117","  100","   17","13711"," 2376","    9","   14","  823"," 1955","  805"," 1158"," 8713","  851"," 2802"," 1616"," 2225","  440","    6"," 4368"," 1292","    8"
"535",2016-12-15,"19803"," 1103","  381","10877"," 1499"," 1901","  211","  128","   25","15438"," 2465","  106","   16","  774"," 1989","  794"," 1360"," 8546","  890"," 3202"," 1819"," 1942","  419","   11"," 4123"," 1258","   42"
"536",2016-12-16,"27425"," 1174","  573","14598"," 1977"," 2078","  180","  136","   23","24007"," 3285","   24","   37","  855"," 2186","  860"," 1163","12319"," 1187"," 2730"," 1544"," 2444","  510","   19"," 4828"," 1430","   19"
"537",2016-12-17,"19929"," 1331","  522"," 9589"," 1659"," 2861","  206","  118","   41","15145"," 2772","   22","   30"," 1467"," 1784","  730"," 1197"," 9900"," 1035"," 3328"," 2093"," 2808","  516","    7"," 4844"," 1325","  128"
"538",2016-12-18,"19460"," 1168","  483"," 9264"," 1512"," 2056","  197","  186","   21","13427"," 2646","   13","   13","  847"," 1749","  738"," 1124"," 9774"," 1040"," 3182"," 2024"," 2512","  513","   13"," 4496"," 1332","   25"
"539",2016-12-19,"17557"," 1300","  450"," 9719"," 1535"," 2430","  191","  122","   26","12533"," 2588","   13","   19"," 1089"," 2534","  852"," 1166"," 7543","  972"," 2568"," 1377"," 3936","  728","   17"," 6819"," 1651","   34"
"540",2016-12-20,"16778"," 1112","  397"," 8825"," 1237"," 2202","  185","  103","   61","11266"," 2097","   37","    9"," 1058"," 2245","  829"," 1259"," 7683","  830"," 2823"," 1548"," 2812","  566","   16"," 5310"," 1447","   23"
"541",2016-12-21,"17544"," 1030","  341"," 8623"," 1134"," 2053","  113","  114","   16","11298"," 1926","   14","   15","  979"," 2126","  686"," 1132"," 8611","  764"," 2531"," 1373"," 2550","  447","   14"," 4922"," 1178","   17"
"542",2016-12-22,"18311"," 1079","  369"," 8819"," 1110"," 2085","  143","  114","   24","12171"," 1925","   12","   19","  966"," 1823","  660"," 1151"," 9169","  784"," 3033"," 1850"," 2300","  451","    9"," 4342"," 1158","   14"
"543",2016-12-23,"19924"," 1008","  397"," 9737"," 1072"," 2077","  179","  120","   19","15297"," 1937","   26","   15"," 1024"," 2539","  721"," 1084"," 9799","  836"," 2648"," 1546"," 2562","  453","   14"," 5355"," 1220","   26"
"544",2016-12-24,"15984","  976","  326"," 7088","  883"," 2539","  183","  102","   34"," 9866"," 1640","   64","    9"," 1496"," 1500","  492","  854"," 8530","  724"," 2353"," 1476"," 2992","  499","   13"," 4778"," 1046","   53"
"545",2016-12-25,"14315","  799","  301"," 6190","  859"," 1812","  102","   90","   21"," 7566"," 1518","   26","    7","  977"," 1277","  543","  828"," 7804","  640"," 2700"," 1833"," 2565","  604","    9"," 4081"," 1203","   18"
"546",2016-12-26,"16310"," 1149","  384"," 7465"," 1042"," 2287","  145","  102","   18"," 9321"," 1890","  734","   38"," 1090"," 2102","  594"," 1288"," 8487","  813"," 3283"," 1962"," 2519","  528","   13"," 4873"," 1188","   12"
"547",2016-12-27,"18359"," 1318","  412"," 8750"," 1138"," 2544","  125","  125","   23","10113"," 1996","   18","   19"," 1185"," 2857","  908"," 1348"," 9293","  832"," 3589"," 2216"," 4107","  809","   16"," 7351"," 1816","   20"
"548",2016-12-28,"20001"," 1251","  437"," 9803"," 1321"," 2541","  300","  133","   18","10846"," 2328","   22","    9"," 1236"," 3217","  840"," 1447"," 9804","  962"," 3499"," 2021"," 4015","  778","    8"," 7601"," 1694","   33"
"549",2016-12-29,"19472"," 1243","  400"," 9039"," 1248"," 2441","  106","   81","   21","10831"," 2312","   26","    6"," 1142"," 2509","  792"," 1218","10050"," 1011"," 3667"," 2413"," 3742","  701","    9"," 6571"," 1582","   15"
"550",2016-12-30,"20623"," 1214","  438"," 9641"," 1351"," 2627","  158","   96","   12","12413"," 2490","   21","    4"," 1375"," 2184","  749"," 1196","10520"," 1077"," 3292"," 2060"," 3441","  724","   10"," 5915"," 1540","   10"
"551",2016-12-31,"16021"," 1106","  322"," 7259"," 1007"," 2891","  121","  106","   18"," 8908"," 1902","   22","    8"," 1698"," 1836","  582"," 1114"," 8398","  860"," 4404"," 3243"," 4222","  763","   11"," 6436"," 1431","   12"
"552",2017-01-01,"18974"," 1065","  393"," 8048"," 1146"," 2178","  197","  125","   23","10216"," 2140","   20","    9"," 1070"," 2074","  856","  922","10497","  960"," 3893"," 2924"," 4551"," 1053","   27"," 7035"," 2005","   14"
"553",2017-01-02,"23564"," 1389","  569","10312"," 1511"," 2753","  198","  112","   30","13976"," 2864","   56","   36"," 1308"," 5663"," 2439"," 1318","12697"," 1279"," 3522"," 2173","14596"," 3819","   16","21702"," 6779","    7"
"554",2017-01-03,"21623"," 1177","  435","11011"," 1417"," 2129","  165","  140","   12","13716"," 2433","   48","   29","  913"," 4689"," 1880"," 1422","10180","  977"," 3889"," 2436"," 5801"," 1467","   10","11084"," 3541","   12"
"555",2017-01-04,"21961"," 1075","  427","11071"," 1439"," 1960","  138","  151","   12","14619"," 2545","   75","   22","  834"," 3865"," 1543"," 1423","10453"," 1043"," 3581"," 2117"," 5187"," 1354","    5"," 9598"," 3046","   15"
"556",2017-01-05,"24275"," 1192","  435","12385"," 1552"," 2008","  129","  120","   14","16191"," 2590","   36","   27","  782"," 3664"," 1318"," 1326","11482","  974"," 3695"," 2337"," 5216"," 1344","    4"," 9438"," 2819","    9"
"557",2017-01-06,"29360"," 1286","  572","15091"," 1703"," 2268","  182","  156","   24","23523"," 2838","   41","   23","  932"," 3592"," 1274"," 1511","13699"," 1074"," 4402"," 2837"," 5418"," 1128","   10"," 9638"," 2552","    7"
"558",2017-01-07,"22992"," 1636","  648","10871"," 1403"," 3591","  204","  117","   21","15861"," 2500","   16","   10"," 1870"," 3054"," 1095"," 1295","11602"," 1050"," 3925"," 2587"," 5870"," 1226","   12"," 9615"," 2479","   20"
"559",2017-01-08,"24275"," 1421","  564","10902"," 1483"," 2676","  182","   95","   22","14986"," 2731","   28","   13"," 1197"," 3596"," 1252"," 1443","12806"," 1187"," 4383"," 2894"," 6274"," 1464","   95","10571"," 2902","   16"
"560",2017-01-09,"23714"," 1210","  420","12099"," 1317"," 2191","  188","  116","   20","13937"," 2359","   21","   36","  942"," 5401"," 1750"," 1728","11183","  999"," 4379"," 2606"," 8894"," 1906","   62","15199"," 3875","   43"
"561",2017-01-10,"20759"," 1072","  392","11078"," 1352"," 1891","  135","  131","   19","13288"," 2285","   30","   11","  782"," 4626"," 1452"," 1622"," 9332","  879"," 4131"," 2478"," 5118","  985","   10","10264"," 2554","   19"
"562",2017-01-11,"20374"," 1007","  442","10093"," 1166"," 1719","  110","  103","   15","12910"," 2127","   20","    7","  680"," 3459","  966"," 1297"," 9925","  895"," 3448"," 2118"," 3995","  807","    4"," 7849"," 1866","   12"
"563",2017-01-12,"20948"," 1063","  431","10614"," 1071"," 1828","  138","  105","   13","13809"," 1906","   71","   28","  728"," 3186"," 1020"," 1325"," 9977","  805"," 3764"," 2404"," 3468","  715","   11"," 7047"," 1820","   19"
"564",2017-01-13,"26825"," 1070","  514","14358"," 1159"," 1824","  113","  110","   12","26576"," 1924","   30","   22","  729"," 2651","  995"," 1327","12088","  731"," 3337"," 1970"," 3324","  571","   18"," 6337"," 1673","   19"
"565",2017-01-14,"21675"," 1385","  576","10927"," 1050"," 3017","  185","  163","   19","16609"," 1858","   38","   11"," 1552"," 2340","  867"," 1289","10320","  780"," 3916"," 2566"," 4115","  830","   10"," 6877"," 1803","   17"
"566",2017-01-15,"21595"," 1219","  561"," 9830"," 1068"," 2230","  151","  167","   14","14537"," 2134","   27","   22","  963"," 2279"," 1013"," 1415","11327"," 1013"," 4295"," 2838"," 4225","  900","   12"," 6951"," 2024","   19"
"567",2017-01-16,"18626"," 1018","  435"," 9636"," 1114"," 1755","   94","  116","   14","13285"," 2036","   59","   74","  704"," 4098"," 1421"," 1424"," 8689","  867"," 3487"," 2035"," 7603"," 1411","   15","12469"," 3030","   19"
"568",2017-01-17,"18340"," 1008","  418"," 9926","  988"," 1770","  144","  127","   15","12718"," 1741","   36","   50","  725"," 4049"," 1337"," 1366"," 8082","  721"," 3576"," 2183"," 4666","  861","    7"," 9208"," 2295","    8"
"569",2017-01-18,"19744"," 1007","  413"," 9965"," 1076"," 1820","  163","  101","   21","12452"," 1810","   37","   16","  774"," 2889","  920"," 1197"," 9357","  708"," 2897"," 1666"," 3534","  718","    7"," 6726"," 1709","   16"
"570",2017-01-19,"23294"," 1002","  449","11678"," 1110"," 1759","  168","  112","   12","15027"," 1818","   23","   24","  715"," 2697","  849"," 1634","11165","  680"," 4311"," 2639"," 2947","  573","   15"," 5934"," 1485","   19"
"571",2017-01-20,"27385"," 1033","  524","14415"," 1241"," 1813","  260","  177","   18","22435"," 2067","   28","   21","  740"," 2446","  726"," 1407","12367","  780"," 3339"," 1899"," 2666","  493","   27"," 5400"," 1275","   19"
"572",2017-01-21,"19625"," 1250","  553"," 9770"," 1092"," 2753","  153","  132","   14","14919"," 1863","   28","   43"," 1433"," 1915","  857"," 1165"," 9422","  748"," 3580"," 2388"," 3230","  633","   15"," 5504"," 1561","   19"
"573",2017-01-22,"20388"," 1162","  527"," 9707"," 1179"," 2173","  103","  116","   19","13181"," 2072","   16","   75","  965"," 2546"," 1004"," 1196","10220","  861"," 3727"," 2496"," 3558","  768","   22"," 6478"," 1860","    9"
"574",2017-01-23,"21594"," 1081","  489","11440"," 1175"," 1934","  147","  127","   16","12935"," 2010","   21","   30","  816"," 4098"," 1226"," 1454"," 9699","  799"," 3526"," 2047"," 7930"," 1478","   11","12787"," 2854","   15"
"575",2017-01-24,"21531"," 1009","  427","11617"," 1124"," 1826","  190","  137","   13","12680"," 1871","   28","    5","  771"," 3498"," 1202"," 1469"," 9525","  716"," 3969"," 2463"," 4367","  801","    9"," 8257"," 2126","   23"
"576",2017-01-25,"20902","  949","  382","11103"," 1104"," 1640","  214","  116","   18","12465"," 1838","   35","   22","  674"," 3744"," 1026"," 1447"," 9359","  707"," 3490"," 2013"," 3367","  617","    9"," 7457"," 1727","   21"
"577",2017-01-26,"21359","  972","  355","11623"," 1126"," 1663","  220","  112","   18","14846"," 1972","   30","   10","  659"," 2758","  853"," 1529"," 9311","  811"," 4028"," 2457"," 3085","  607","   18"," 6127"," 1536","   25"
"578",2017-01-27,"28352"," 1016","  508","15954"," 1357"," 1801","  209","  142","   19","27961"," 2320","   14","   23","  759"," 2337","  841"," 1497","11830","  927"," 3588"," 2055"," 2701","  548","   11"," 5306"," 1454","   18"
"579",2017-01-28,"19700"," 1294","  573"," 9945","  947"," 2910","  167","  126","   21","16878"," 1668","   50","   16"," 1555"," 2063","  801"," 1263"," 9289","  676"," 3726"," 2430"," 3272","  623","   17"," 5850"," 1517","   70"
"580",2017-01-29,"20707"," 1130","  554"," 9373"," 1231"," 2037","  125","  105","   59","14580"," 2488","   12","    6","  875"," 2040","  862"," 1607","10816"," 1195"," 6136"," 4476"," 3329","  779","    7"," 5728"," 1731","   29"
"581",2017-01-30,"22893"," 1010","  436","12023"," 1157"," 1810","  116","  147","   19","14207"," 2014","   28","   35","  764"," 4122"," 1362"," 1854","10392","  804"," 5790"," 3886"," 7184"," 1348","    7","12026"," 2872","   23"
"582",2017-01-31,"19036","  926","  409","10118","  941"," 1583","  111","  175","   17","12330"," 1594","   44","   10","  628"," 3974"," 1341"," 1597"," 8522","  627"," 4114"," 2466"," 4450","  864","    7"," 8813"," 2311","   33"
"583",2017-02-01,"18919","  878","  338"," 9526","  918"," 1524","   97","  115","   17","12024"," 1782","   16","   13","  626"," 2895","  966"," 1424"," 9052","  835"," 3604"," 2145"," 3034","  610","   25"," 6239"," 1658","   88"
"584",2017-02-02,"20690","  906","  395","10092","  896"," 1549","   93","  117","   17","14686"," 1630","   27","   23","  615"," 2453","  850"," 1423","10208","  717"," 3898"," 2427"," 2777","  564","   10"," 5511"," 1486","   18"
"585",2017-02-03,"24497"," 1069","  619","12292"," 1087"," 1778","  148","  140","   13","21260"," 1900","   26","   21","  679"," 2286","  856"," 1393","11721","  777"," 3566"," 2138"," 2729","  587","   18"," 5262"," 1512","   25"
"586",2017-02-04,"18377"," 1262","  497"," 8902","  907"," 2929","  301","  240","   52","13919"," 1639","   20","   12"," 1609"," 1788","  749"," 1160"," 9112","  702"," 3407"," 2218"," 3079","  598","   24"," 5160"," 1423","   30"
"587",2017-02-05,"18407"," 1081","  491"," 8312","  933"," 2107","  205","  221","   32","12003"," 1670","   15","    6","  979"," 1793","  768"," 1373"," 9701","  715"," 4215"," 2805"," 2957","  627","   15"," 5074"," 1476","   18"
"588",2017-02-06,"16086","  899","  410"," 8391","  845"," 1663","  118","  127","   14","10535"," 1433","   36","   27","  725"," 3104"," 1155"," 1390"," 7400","  573"," 3658"," 2229"," 5528"," 1104","    7"," 9141"," 2411","   15"
"589",2017-02-07,"15747","  893","  358"," 8382","  824"," 1572","  136","  121","   21","10112"," 1443","   24","    9","  645"," 2942"," 1162"," 1459"," 7033","  605"," 3791"," 2303"," 3627","  648","   11"," 6887"," 1873","   18"
"590",2017-02-08,"17452","  920","  353"," 8922","  907"," 1533","  130","  113","   31","10378"," 1545","   33","   12","  597"," 2455","  851"," 1370"," 8200","  609"," 3323"," 1921"," 2861","  547","    7"," 5582"," 1445","   10"
"591",2017-02-09,"18460","  871","  307"," 9235","  908"," 1521","  127","  124","   20","11848"," 1689","   17","   77","  624"," 2094","  895"," 1441"," 8901","  734"," 3704"," 2229"," 2584","  520","    5"," 4933"," 1490","   25"
"592",2017-02-10,"21617"," 1103","  494","11342"," 1138"," 1813","  120","  109","   22","17745"," 1845","   59","   17","  674"," 2117","  762"," 1338"," 9853","  666"," 3423"," 2054"," 2759","  552","   19"," 5166"," 1374","   34"
"593",2017-02-11,"17286"," 1212","  438"," 8082","  908"," 2795","   94","  104","   22","12242"," 1666","   30","   12"," 1520"," 1856","  786"," 1159"," 8807","  710"," 3450"," 2264"," 3357","  673","   11"," 5581"," 1547","   17"
"594",2017-02-12,"19369"," 1059","  453"," 8656"," 1021"," 2015","  123","   95","   33","11863"," 1754","   66","   12","  926"," 1900","  821"," 1520","10309","  688"," 4732"," 3168"," 3313","  654","    7"," 5576"," 1547","  173"
